"n","B","vare","seed","ps","out","method","type","est","se"
2000,30,0.16,1,0,0,"gfmla","naive",0.656945813398778,0.0133976617818547
2000,30,0.16,1,0,0,"gfmla","oracle",0.747601309167335,0.0134295304779749
2000,30,0.16,1,0,0,"gfmla","mccs",0.748986721796751,0.0158437655196998
2000,30,0.16,1,0,0,"ipw","naive",0.508083283337086,0.0612151465209307
2000,30,0.16,1,0,0,"ipw","oracle",0.618031024853912,0.0563350885072818
2000,30,0.16,1,0,0,"ipw","mccs",0.54632338357388,0.0887668563290767
2000,30,0.16,1,0,0,"dr","naive",0.660293106503123,0.0138486024972657
2000,30,0.16,1,0,0,"dr","oracle",0.747894657419522,0.014349203662633
2000,30,0.16,1,0,0,"dr","mccs",0.759651640199543,0.0167693033619784
2000,30,0.16,1,1,0,"gfmla","naive",0.656945813398778,0.0133976617818547
2000,30,0.16,1,1,0,"gfmla","oracle",0.747601309167335,0.0134295304779749
2000,30,0.16,1,1,0,"gfmla","mccs",0.748986721796751,0.0158437655196998
2000,30,0.16,1,1,0,"ipw","naive",0.573310573858179,0.0200139014409347
2000,30,0.16,1,1,0,"ipw","oracle",0.655708935229449,0.0190282340984598
2000,30,0.16,1,1,0,"ipw","mccs",0.638315063192414,0.0246214399734606
2000,30,0.16,1,1,0,"dr","naive",0.655426328969051,0.0137905201391611
2000,30,0.16,1,1,0,"dr","oracle",0.748256144023877,0.0137992799304173
2000,30,0.16,1,1,0,"dr","mccs",0.74696605996759,0.0164441987044777
2000,30,0.16,1,0,1,"gfmla","naive",0.609775512480669,0.0163659339088744
2000,30,0.16,1,0,1,"gfmla","oracle",0.685467001110605,0.0170269930589867
2000,30,0.16,1,0,1,"gfmla","mccs",0.682818237234977,0.0186477078066088
2000,30,0.16,1,0,1,"ipw","naive",0.508083283337086,0.0612151465209307
2000,30,0.16,1,0,1,"ipw","oracle",0.618031024853912,0.0563350885072818
2000,30,0.16,1,0,1,"ipw","mccs",0.54632338357388,0.0887668563290767
2000,30,0.16,1,0,1,"dr","naive",0.614118923899217,0.0226640423965015
2000,30,0.16,1,0,1,"dr","oracle",0.705667419160993,0.0234852219483189
2000,30,0.16,1,0,1,"dr","mccs",0.691823528901954,0.0294850427959691
2000,30,0.16,1,1,1,"gfmla","naive",0.609775512480669,0.0163659339088744
2000,30,0.16,1,1,1,"gfmla","oracle",0.685467001110605,0.0170269930589867
2000,30,0.16,1,1,1,"gfmla","mccs",0.682818237234977,0.0186477078066088
2000,30,0.16,1,1,1,"ipw","naive",0.573310573951976,0.020013901441881
2000,30,0.16,1,1,1,"ipw","oracle",0.655708935229449,0.0190282340984598
2000,30,0.16,1,1,1,"ipw","mccs",0.638315063192414,0.0246214399734606
2000,30,0.16,1,1,1,"dr","naive",0.588277846521748,0.016592494006897
2000,30,0.16,1,1,1,"dr","oracle",0.670259316982024,0.01680045438284
